1,800 1800
elevation altitude
6.5.2. 6.5.2
crematorium crematoria
stylised stylized
toolless tool-less
sebastian sébastien
yerevan erevan
aridi al-areidi al-aridi
ahmadi ahmedi ahmadiya
3,320 3320
crees cree
wlcs wlc
daroum darom
p.m. hours a.m.
nitrate nitrates
01:04 12:04 09:04
shaker shakir
eics cdsgs
filipino philippine
bone-setter masseur
rahmon rakhmon
2.218 4.94 4,94
lamprey lampreys
9.2.2. 9.2.2
sog gos
2.210 2,210
macro-economic macroeconomic
trilogue trialogue
1-800-267-2384 1-888-892-5667
2.21. 2.21
soy soybean
authorized authorised
on-line online
nchrf cndhl
so4 s04
4600 4,600
otter otters
genealogy genealogical
abdelkhalek abdulkhalek
liguo li-kuo
bedouin bedouins
adivasis adivasi
stock-recruitment stock-recruit
bedard bédard
microalgae micro-algae
ramadi ramady
francophones francophone
mahdi mehdi al-mahdi mehedi
'm am
6.2.8. 6.2.8
bmfs bmf
defamation libel
fastener retainer
anti-shield anti-armor
skiing ski
dominguez domínguez
bakiyev bakiev
uneven unequal
vwic vwics
shangil tobayi
lahud lahoud
congrégation congregation
2002-09-12 2002-09-06
lro lros
ellipsis ellipses
fifty 50
4.674 4,674
aviators airmen
anaesthetist anesthesiologist
2090 2,090
non-denominational non-confessional
boca bucca
six-stage six-step
4,62 4.62
14458 5158
mounir munir
yahoo.com.br mail.gov.mu
30600 30,600
karabagh karabakh
tartars tatars
emitters transmitters
electron-transparent electron-lucent
4.2.2.5. 4.2.2.5
onaro sanscreen
4,68 4.68
5676 5,676
passengers passenger
shubaki al-shoubki
41,00 41.00
sub-tab subtab
funded financed
ineffective inefficient
demonisation demonization
moumia mumia
logical logic
106.3 106.30
harbinson harbison
single-hull single-hulled
'edmundston edmundston
prosecutor attorney
sirhan sarhan
ovine sheep
salfeit salfit salfeet
uninsurable non-insurable
facilitating facilitate
multisport multi-sport
bagram baghram
bagran baghran
monitoring surveillance
0,400 0.400
al-tamimi al-tameemi
80.00 80,00
optimal optimum
murtada mortada morteza
gherkins pickles
intergenerational inter-generational
rmaf rmafs
2.550 2,550
improving improve
al-ragheb ragheb
sr rs
sq lp
yoshlda yoshida
si tr
sh hs
sm fs
cfms cfhs
sc hc
sg gs
sd dd
12.75 12,75
12.74 12,74
nonparametric non-parametric
occasion opportunity
counterclockwise counter-clockwise
chlorobiphenyls chlorobiphenyl
daghestan dagestan
tendency trend
2002-2003 2002-03
tora torah
64,90 64.90
sylvan silvan
co-chairs co-chairpersons co-chairmen
aliens foreigners
5.56 5,56
5.57 5,57
5.54 5,54
5.55 5,55
5.52 5,52
5.53 5,53
5.50 5,50
5.51 5,51
tpns rpt
5.58 5,58
5.59 5,59
martinez martínez
specify- specifying-
sidon saida
coagulation clotting
carcases carcasses
sub-accounts subaccounts
6.3.4.1. 6.3.4.1
pdus pdu
thérèse therese
averroës averroes
'estaing estaing
viscose rayon
c.f. f.c.
evangeline évangéline
91,00 91.00
2009-2010 2009-10
1130 11.30
1135 11.35
recordings registrations
'loughlin loughlin
6.3.2.1. 6.3.2.1
micro-projects microprojects
cisse cissé
patronage favouritism
fockers focker
footwear shoes
diène diene
opes one-person-enterprises
conifer coniferous conifers
city town
bogotá bogota
convent nunnery
fmv jvm
soze söze
citr ctri
fmo mfo
fml flm ffl
citl ditc
51,90 51.90
fmi cgi
walid waleed
fmb gbf
fmc cmf
vapours fumes
14.89 14,89
14.83 14,83
14.80 14,80
14.81 14,81
meiotic meiosis
83,15 83.15
fm2 fm1
fm1 fm2
scuily scully
individualized individualised
talafar telafer telafar
ihrts ihrt
2.14.3 2.14.3.
15,80 15.80
15,85 15.85
15,89 15.89
cx-3 cx-03
peacekeeping peace-keeping
mazio ozia
0,26 0.26
0,27 0.27
compress compressing
0,24 0.24
husam hussam
sub-contractors subcontractors
0,22 0.22
jebel djebel
0,23 0.23
0,20 0.20
2,34 2.34
1971/72 1971-1972 1971-72
21:45 21.45
19.57 19,57
nazgûl nazgûi
3.2.2.5. 3.2.2.5
nazgûi nazgûl
peached squealed
solola sololá
tube-wells tubewells
32,45 32.45
outrage indignation
2007/08/03 2007/09/05
49,90 49.90
assistant deputy
1,796,144 1,796
freezing freeze
2700 2,700
al-hawthi al-houthi
bolkenstein bolkestein
atsmona atzmona
resource resources
parasitic parasite
ahmad ahmed
1914-18 1914-1918
1914-15 1914-1915
zahar al-zahhar
orchids orchid
14,29 14.29
isabel lsabel
subheadings subheading
6,41 6.41
mywebserver myserver
24108 1994/1138
vkt kv
sable sand
1909-1910 1909-10
92,0 92.0
92,3 92.3
92,5 92.5
92,7 92.7
european-russian russian-european
logins logons
92,8 92.8
screen display
etiologic etiological
elijah elías
4,431 4431
al-balh al-balah
3000 3,000
70kb 70k
mlyazaki miyazaki
gueckedou guéckédou
kawasme alqoasma
co-60 60co
giss hsim
e-roads e-road
iaph isa
8.2.8 8.2.8.
47.45 47,45
47.40 47,40
'agostino agostino
rueda wheel
subsample sub-sample
policies policy
irsrc oirsrc
symphonique symphony
aluminium aluminum
ivb bvi
ivm giv
seat-back backrest
1985-1987 1985-87
1985-1986 1985-86
1985-1989 1985-89
4.4.3.2. 4.4.3.2
allawi alawy
ivy lvy
vecanoi vécanoï
expenditures expenditure expenses
missiles missile rockets
wiring cabling
267.5 26.75
7.7.2 7.7.2.
39.37 39,37
39.30 39,30
gunsan kunsan
3-1-3 three-one-third
7.7.6 7.7.6.
3918 3,918
al-khudeira hadera
barber barbier
bamyan bamiyan bamian
mohawk mohawks
customized custom
muttaqi mottaki
veal bovine calf
resp resps
resv fsir
retighten retorque
safeguards guarantees
tirol tyrol
el-sheikh sheikh sharm
resd qresd
cilantro coriander
korean-japanese korea-japan
fvi awp
khatami khatmi
thomas.dudrap richard.freedman andrew.boreham
hvc chv
pisanu pizano
sšchsische sächsische
pharmacovigilance pharmacosurveillance
11.53 11,53
11.50 1150
11.56 11,56
11.54 11,54
intestinal bowel
junco junko
6.63 6,63
6.60 6,60
6.61 6,61
6.66 6,66
6.67 6,67
6.64 6,64
6.65 6,65
6.69 6,69
supplementary complementary additional
pickles gherkins
composers compositeurs
scholarships scholarship fellowships
13.50 13,50
memories souvenirs
13.52 13,52
13.53 13,53
5.4.1.2.1. 5.4.1.2.1
4410 4,410
raaaaafe rafe
toponymy toponymie
full-page whole-page
dbps spd
transformers processors
industrialized industrialised
pluralist pluralistic
drs. drs
multi-party multiparty
package packet
2003-08-28 2003-12-23
0.035 0,035
valetta valletta
hard-liners hardliners
step-parents stepfathers
inter-network cross-net
hex hexadecimal hexagonal
includes- include- including-
hec ech
slopes slope
tireless untiring
83,3 83.3
-gollum gollum
83,0 83.0
verbatim literal
brig.-gen. brigadier-general bgen
nutraceutical nutraceuticals
follicular follicle
estoppel 'estoppel
nicin nisin
1.2.3. 1.2.3
-betelgeuse betelgeuse
bingkun pin-kung
saarland sarre
14,48 14.48
vehicles vehicle
μsec μs
14,45 14.45
ziyad ziad
bdl orl
allocator mapper
angelica angélica
onmouseout valign
asefi asfi
1837-1838 1837-38
vocational professional
mdt tds
political-military politico-military
7.4.1.2 7.4.1.2.
7.4.1.1 7.4.1.1.
sudeten sudetenland
midsize mid-size
app.htm app.htm.
cnsc-ccsn.gc.ca cas-satj.gc.ca
3.8.5 3.8.5.
3.8.3 3.8.3.
acst ccst
adas adass
sg-1 sg1
mass massive
2010-2011 2010-11
7.15 19.15
7.16 7,16
2,563 2563
7.13 7,13
7.18 7,18
dss ssd
2,147,483,647 2147483647
4,39 4.39
4,38 4.38
welfare well-being
4,35 4.35
4,34 4.34
4,37 4.37
4,36 4.36
4,31 4.31
4,33 4.33
4,32 4.32
rizq rizk
dsn dsns
etching engraving
tv television
tw rbt
tair tayr
2004/290 2004/296
tn amt tns
tm mt
tf vl
rizk rizq
tb tuberculosis
tc ct
documentaries documentary
kärnten carinthia
elena helena
pro-russia pro-russian
pbt pbts
dse fsd
17th seventeenth
mgen maj.-gen.
cable wire
pbr acb
t4 q4
t2 q2
t3 q3
bafs baf
t1 q1
tulkarm tulkarem
pbb pbbs bbp
pbn nea
59,4 59.4
n03- no3-
psycho-social psychosocial
samoa samoan
96.8 96,8
96.6 96,6
96.5 96,5
96.3 96,3
anguillans anguillians
5510512 0512
vizcaya biscay
7900 7,900
uyghur uighur
mfis ifm
rusko ramírez
polymer polymers
islamisation islamization islamicisation
2.18.1. 2.18.1
abdel abdul abd
thermostable heat-stable
orientation guidance
casket coffin
25.10.2007 27.9.2007
pearl perle
sitter babysitter
ballad ballade
multi-lingual multilingual
batsman batsmen
17:00 5:00pm
52,34 52.34
damien damian
4.1.4.3 4.1.4.3.
peatlands bogs
secularism secularity
prsp prsps
50,7 50.7
chancellery chancery
jiguang chi-kuang
50,1 50.1
50,0 50.0
50,9 50.9
50,8 50.8
lahhud lahoud
imminent impending
att tta
05/05/2008 2008/05/05
biregional bi-regional
2.2.3.3. 2.2.3.3
ethics ethical
ehab ihab
register registry
simonovic imonovi
2.4.1. 2.4.1
fundamental basic
grasshoppers locusts
1300 1,300
moussa mousa mussa musa
main.html main.html.
3/1988 3/1998
bric brics
www.irsc.gc.ca www.cihr.gc.ca
pbri lpai
salamander salamandre
vice-chairperson-cum-rapporteur vice-chairman-cum-rapporteur vice-chair-cum-rapporteur
toorope toorop
1,262 1262
krobi karroubi
iranian-iraqi iraqi-iranian
genoa genova
gazetted gazettal
cédric cedric
investigators researchers
customization personalization customizing
49,50 49.50
hemispheric hemispherical
3,676 3676
seselj sešelj
80,2 80.2
80,3 80.3
80,6 80.6
80,7 80.7
al-bayoumi bayoumi
3667 3,667
3660 3,660
conditioning conditioner
pcpa lpa
surface-to-air ground-to-air
albatross albatrosses albatros
castle château chateau
273-274 270-273
zawahiri al-zawahri al-zawahiri al-zawaheri
intra-generational intragenerational
3590 3,590
bisexuales bisexual
bepgs bepg
msc-west msc-w
94,05 94.05
'malley malley
al-manar manar
37,40 37.40
professional-looking great-looking
glucocorticosteroids glucocorticoids
quaker quakers
thawing thaw
non-democratic undemocratic
polarized polarised
déagol deagol
aab bvr
2.3.1.1 2.3.1.1.
aal lpoa
ohmi ohim
2.3.1.5 2.3.1.5.
aau aaus
ohms ohm
0.99 0,99 .99
0.98 0,98 .98
0.95 0,95 .95
0.94 0,94
0.97 0,97
0.96 0,96 .96
0.91 0,91
0.90 0,90
0.93 0,93
0.92 0,92 .92
albalah al-balah el-balah
oestradiol estradiol
55/409 54/409
pedestrian pedestrians
antarctica antarctic
82/714/82 82/714
maleeva mileva
4.2.27. 4.2.27
21/05/2008 2008/05/21
self-service self-serve
internal domestic
al-qassam qassam al-qasam
91.5 91,5
91.0 91,0
91.1 91,1
chancery chancellery
90,00 90.00
3.2.12 3.2.12.
hamid hamed
4,575 4.575
7.3.1 7.3.1.
4,570 4570
7.3.2 7.3.2.
gold golden
kozulin kazulin
cpho cpha
estime.asp. estime.asp
20,98 20.98
gissin gisin ghisin
debruised differenced
two-socket 2-socket dual-socket
gharib ghraib ghareb
tueni toueny
enzyme enzymatic
retro-reflecting retro-reflective
2005-03-17 2006-08-31
banned prohibited
91.29 91,29
multireligious multi-religious
16,06 16.06
al-murr murr
16,04 16.04
16,05 16.05
268,5 268.5
4232 4,232
16,00 16.00
16,01 406.7
crr rrc
rfq rfqs
rfp dp
progressive gradual
rft fpr
habibie habibi
5:28 5,28
1970-72 1970-1972
1970-71 1970-1971
regulations- regulation-
banking bank
cra arc rcaf
rfe efr
rfi ddr
rfo afr
cro cros
crl crls lcr
crm mrc
4,049 4049
bisbee bigsby
vertebrates vertebrate
efsm essm
justification rationale
emad imad
jadu jiddo
ill-treatment maltreatment mistreatment
55,00 55.00
47,30 47.30
strafed raked
aliyev aliev
monsters freaks
ghali boutros-ghali
girona gerona
dividend dividends
euros euro €
1.67 1,67
1.66 1,66
1.65 1,65
1.64 1,64
1.63 1,63
1.62 1,62
1.61 1,61
1.60 1,60
fermin fermín
1.69 1,69
1.68 1,68
scallop scallops
17,65 17.65
17,64 17.64
17,63 17.63
17,62 17.62
4360 4,360
17,69 17.69
12,03 12.03
12,04 12.04
108k 108kb
12,08 12.08
čović čovič
quraishi qureshi
zadh zadah
1:250 1/250
champion champ
48.06 48,06 18.92
23.30 23,30
bermudez bermúdez
6297 6,297
pias pia
2.18. 2.18
error mistake
habanyia habbaniya
itpos itpo
2004-02-24 2004-02-25
2004-02-25 2004-02-24
femenista feminista
anti-science antiscientific
5.12. 5.12
87.60 87,60
changting chang-ting
0.200 0,200
5200 5,200
2147483647 2,147,483,647
amf mfa
euro eur euros
assabah as-sabah
halogens halogen
tubercles tubers
concrete specific
feces faeces
torretta torita
nonadjacent non-adjacent
96.000 96,000
0.50 0,50
unfsa unfa
0.52 0,52
misuari misoari missoari
amt tn
www.rafi.org www.rafi.org.
0.56 0,56
harvesting harvest
australia australian
1.4.2.3 1.4.2.3.
format formatting
3.6.3. 3.6.3
mohammedi mohammadi
formal official
30.000 30,000
12.4.1 12.4.1.
ivan lvan iván
93,50 93.50
pals epla
2.12.1. 2.12.1
6900 6,900
on-the-job in-service
china-myanmar sino-myanmar
102,70 102.70
transboundary cross-border
22.07.1999 22.7.1999
nosocomial hospital-acquired
under-secretariat undersecretariat
pasteurization pasteurisation
2008-07-07 2008-07-23
2008-07-01 01/07/2008
ugandan uganda
hamra al-hamra
gynecologist gynaecologist
105.8 105,8
ashkabad ashgabat
noninvasive non-invasive
al-sadon al-saadon
100.2 100,2
al-shahrastani shahristani
income-based income-tested
3.1.2. 3.1.2
20,8 20.8
20,9 20.9
20,7 20.7
20,5 20.5
20,2 20.2
20,3 20.3
20,0 20.0
20,1 20.1
5785 5,785
5781 5,781
suit costume
inches inch
chancelleries chanceries
t-shirt shirt
9,71 9.71
9,76 9.76
9,77 9.77
9,75 9.75
45/18 4518
9,79 9.79
china-dprk sino-dprk
37.00 37,00
cia cla
cif fca
al-tekrity al-tikriti
110.00 110,00
cio bic
cim cisg
cir ric
cip pac
ui iu
civ vic
5,850 5850
enevs enev
marseille marseilles
490-493 493-495 477-489
consignee addressee
full-size full-sized
35.00 35,00
analgesics painkillers
2010/2011 2010/11
lucia lucía
carabineros carabinieri
493-495 495-499 490-493
3,648 3648
6.2.2.1.1. 6.2.2.1.1
lpd hpa dpl
pedestrians pedestrian
www.espace.gc.ca www.space.gc.ca
95k 95kb
lpa pcpa apl
bvr aab
9.87 9,87
bvi ivb
franco-ontarian franco-ontarien
deionized deionised de-ionized
backlight backlighting
zuhri zahri
double-headed two-headed
foreign-trained internationally-trained
multicore multi-core
keymaker keymaster
8900 8,900
isaias isayas
kusljugic kusljugić
2001/09/20 2001/08/13
poitier poitiers
mixing mixture
isaiah isaías
magic magical
tra emr
trc cvr
trb grt
trd drt
2008/05/21 21/05/2008
2008/05/20 20/05/2008
4075 4,075
raco brca
trs srt
dybkjaer dybkjær
senorita señorita
5.1.1.1 5.1.1.1.
5.1.1.2 5.1.1.2.
5.1.1.3 5.1.1.3.
licenses licences
foals colts
leakage leak
morse walrus
morsi morsy
galahad gilead
8,9 8.9
p.e. t.o.s.
8,7 8.7
8,6 8.6
8,5 8.5
morsy morsi
mammography mammogram
8,0 8.0
scepticism skepticism
pyong pyeong
licence license
gmps gmp
technical techniques
1.1.5. 1.1.5
pore-water pore interstitial
contaminants contaminant
5.3.1.3 5.3.1.3.
sgt sgt.
5.3.1.4 5.3.1.4.
outcomes results
sga usg
sgc cgt
sgd oms
support.dell.com support.dell.com.
oladapoaafolabi uugwanga
forefathers ancestors
micronutrients micronutrient
3.4.3 3.4.3.
sg1 sg-1
63.2 63,2
63.1 63,1
63.6 63,6
63.5 63,5
63.4 63,4
coffin casket
eiders eider
pawl ratchet
virtualised virtualized
6,59 6.59
6,51 6.51
6,50 6.50
6,52 6.52
6,55 6.55
6,54 6.54
6,57 6.57
6,56 6.56
1,016 1.016
1,015 1.015
1,014 1.014
marmots woodchucks
'outaouais outaouais
meiosis meiotic
hawm hawn
hawn hawm
tomato tomatoes
thesauri thesaurus
non-mäori non-maori
commodities commodity
ﬂows ﬂuxes
2008/06/19 19/06/2008
3415 40300591
3410 3,410
2008/06/13 13/06/2008
2008/06/12 12/06/2008
2008/06/10 10/06/2008
2008/06/16 16/06/2008
decay decomposition
diluents thinners
qasim qassem qasem kassem
4866 963-4866
14100 00154
dock wharf
regionalise regionalize
4,940 4940
petrochina cnpc
khursid khurshid
25,9 25.9
25,8 25.8
70,000 70.000
25,3 25.3
'hara hara
25,1 25.1
25,0 25.0
25,7 25.7
25,6 25.6
25,5 25.5
25,4 25.4
subset sub-set
sion zion
tenth 10th
anti-oxidants antioxidants
overproduction over-production
hanoun hanun hanon
sayán sayan
'ancona ancona
us-appointed u.s.-appointed
sanatorium sanitarium
napoli naples
biosphere biosphère
6.2.1 6.2.1.
hindus hindu
6.2.3 6.2.3.
logoff logout
6.2.5 6.2.5.
6.2.4 6.2.4.
6.2.7 6.2.7.
6.2.6 6.2.6.
6.2.9 6.2.9.
6.2.8 6.2.8.
4,050 4050
1,288 1288
muhammad mohammad mohamed mohammed
start begin
13/03/2008 2008/03/13
nrc-cisti cisti
adaptor adapter
razzaq razaq al-raziq razak razzak
16/01/2004 16.01.2004
razzak razzaq
ayash ayyash
58.42 58,42
léonard leonard
06/2 07/2
20-foot-long 20-foot
kai-uwe schrogl
khoury khuri khouri
khouri khuri khoury
9.79 9,79
fourteenth 14th
9.75 9,75
9.76 9,76
9.77 9,77
9.71 9,71
42,50 42.50
4000 4,000
16.75 16,75
16.76 16,76
lindi lynndie
korean korea
9.3.2.7 9.2.3.7
accuracy precision
10.35 1035
10.34 10,34
10.38 10,38
ratifying ratify
1,810.0 1,810
locust locusts
mechanical mechanics
panthéon pantheon
painting paint
400e 400th
dbi ibds
dbh dhh
dbl mdl
dbo bod
dba cob
sámi sami saami
dbd lbp
disbanded dissolved
brine saumure
107,2 107.2
dbt lvd
107,9 107.9
principal main
redirect redirection
tpvs tpv
pstc psic
amwa rmm
pstd pvp
8,000 8000
indecisiveness indecision
quilombo quilombola
5.3.2.1 5.3.2.1.
5.3.2.2 5.3.2.2.
program-carrying programme-carrying
gpus gpu
preclinical pre-clinical
occupational professional
gbf fmb
0.500 0,500
gbc cbg
gba tasc
6315 6,315
csna scnc
packer packager
multi-byte multibyte
packet package
2009/320 2009/230
hydrometeorological hydro-meteorological
textiles textile
sino-vietnamese china-vietnam
48,19 48.19
shiite shiites
hajm hazm
hajj pilgrimage
bilal belal
6.32 6,32
23,39 23.39
23,30 23.30
33.71 33,71
rúa rua
1648 1.648
tool-less toolless
fayyad fayad
nonmetallic non-metallic
flyovers flyover
re-verification reverification
ucs ngc
ucp pcu
ucf fcu
uca aaus
uck kla
54,20 54.20
guilin kweilin
54,25 54.25
super-state superstate
20,300 20300
interuniversity inter-university
ravens crows
preauthentication pre-authentication
coals carbons
8588 8955
1903-04 1903-1904
bathtub tub
14.03.2003 14.3.2003
vc cr
vf fv
younis yunis
vl tf
vm vms
vq dv
22,73 22.73
22,75 22.75
22,78 22.78
mazar mazar-e
27,30 27.30
codecision co-decision
drink glass
al-jazeera aljazeera
capt. capt
fecundity fertility
www.manitoba.ca www.gov.mb.ca
subgroup sub-group
1000,00 1000.00
rooms chambers
1997/98 1997-98 1997-1998
broomstick broom
chun-soo chun-su
maimon memon
memorandums memoranda
1,561 1561
multi-media multimedia
ayta aaita
1995/96 1995-96 1995/1996
psus psu
nvc ncac
aytu aytug
pharmacosurveillance pharmacovigilance
olmcs olmc
2258 2,258
dae-jung tae-chung
2250 2,250
4.1.9.2.1 4.1.2.9.1
238,000 238000
vsd vod
vsl vpc
2005/2101 2006/2101
501-502 502-503
demonstrators protesters protestors
56/342 2001/852
belal bilal
nafc anca
pictograms pictographs
nafe naveh
qal'at qal
iris lris
computerized computerised
iriz erez
nmvoc nmvocs
luns lun
assess evaluate
lung pulmonary
protozoa protozoan
restarts reboots
ppps ppp
larvae larval
larval larvae
naivasha nifasha nivasha
beverage beverages
non-insurable uninsurable
1.5.1 1.5.1.
1.5.3 1.5.3.
1.5.2 1.5.2.
bédard bedard
stepsister half-sister
al-sharif al-sherif
baptist baptiste
marquis marquess
¢ ′
interwar inter-war
labelers labellers
convince persuade
andigan andijan
huron-wendat huronne-wendat
againn 'againn
inq nqi
3,200 3200
inm nmis
inn iuu
1,38 1.38
1,39 1.39
1,36 1.36
1,37 1.37
1,34 1.34
1,35 1.35
1,32 1.32
anesthesia anaesthesia
1,30 1.30
1,31 1.31
2.5.3. 2.5.3
178,60 178.60
sharia shariah
sharif sherif
behari bihari bihary
20/05/2008 2008/05/20
ariane ariadne
point-corp pointcorp
ghost phantom
42.15 42,15
rep peen
lognormal log-normal
10,34 10.34
10,38 10.38
mid-size midsize
reactants reagents
menu-e.asp menu-en.asp
ciar icra
controversial contentious
mansion manoir
iuds iud
aliases alias
9,000 9000
9,007 9007
self-destruct self-destruction
bike motorcycle
trilogues trialogues
3996 3,996
spea aeps
multi-chain multichain
cwa awr
elizabetha elisabeta
medoc médoc
avriq avriqs
porpoises porpoise
interreligious inter-religious interfaith
